id,Airline Name,Gender,Customer Type,Age,Travel Date,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Overall Satisfaction Rating,Satisfaction Level
2338,Qatar Airways,Male,Loyal Customer,10,13-08-2009,Personal Travel,Eco,691,3,5,2,1,3,2,3,3,4,4,5,5,4,3,0,0,3.36,neutral
115460,Qatar Airways,Male,Loyal Customer,54,21-11-2001,Business travel,Business,325,2,4,2,2,3,2,2,2,2,2,2,1,2,1,11,7,2.07,dissatisfied
110366,Emirates,Male,Loyal Customer,58,24-12-2021,Business travel,Business,2033,4,2,2,2,3,1,1,4,4,4,4,2,4,1,1,0,2.71,dissatisfied
87765,Lufthansa,Female,disloyal Customer,38,15-06-2017,Business travel,Business,214,5,5,5,4,4,5,2,4,5,5,4,4,4,4,58,43,4.29,satisfied
127310,Air France,Male,disloyal Customer,17,07-10-2012,Business travel,Eco,1078,2,2,2,1,1,2,1,1,1,1,5,4,5,1,0,0,2.07,dissatisfied
20358,British Airways,Male,Loyal Customer,31,03-11-2011,Business travel,Business,287,5,5,5,5,5,5,5,5,4,1,2,3,2,5,72,60,4.07,satisfied
129694,Singapore Airlines,Male,Loyal Customer,38,19-06-2017,Business travel,Business,2785,2,5,5,5,5,4,3,2,2,2,2,1,2,4,0,0,3.14,neutral
84605,Lufthansa,Male,Loyal Customer,44,04-11-2022,Business travel,Business,3024,4,4,4,4,3,5,5,4,4,4,4,4,4,5,0,0,4.14,satisfied
107987,Cathay Pacific,Female,Loyal Customer,41,14-08-2007,Business travel,Business,3442,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0,4.14,satisfied
97976,Cathay Pacific,Female,Loyal Customer,36,06-07-2016,Personal Travel,Eco,684,3,3,3,1,1,3,1,1,1,1,2,1,2,1,8,19,1.71,very dissatisfied
15708,Emirates,Female,Loyal Customer,61,09-02-2009,Business travel,Business,1598,2,3,3,3,4,4,3,2,2,2,2,3,2,2,0,0,2.64,dissatisfied
109370,Delta Air Lines,Male,Loyal Customer,10,15-03-2021,Business travel,Business,1826,2,2,2,2,2,2,2,2,1,3,3,4,3,2,20,0,2.29,dissatisfied
96851,Lufthansa,Female,Loyal Customer,72,03-12-2011,Business travel,Business,2322,2,1,1,1,2,4,4,2,2,2,2,4,2,3,0,5,2.29,dissatisfied
100566,Delta Air Lines,Female,Loyal Customer,39,10-11-2005,Business travel,Business,486,4,4,3,4,3,4,4,2,2,2,2,3,2,3,37,42,3,neutral
87866,Delta Air Lines,Female,Loyal Customer,39,30-10-2014,Personal Travel,Eco,214,3,1,3,2,4,3,4,4,4,4,2,4,2,4,0,0,3.14,neutral
70602,Qatar Airways,Male,Loyal Customer,68,02-12-2018,Personal Travel,Eco,2611,1,2,1,2,1,2,2,1,4,2,3,2,3,2,0,0,2,dissatisfied
15144,ANA All Nippon Airways,Male,Loyal Customer,32,01-06-2016,Business travel,Business,1042,2,3,3,3,2,2,2,2,3,3,3,3,3,2,15,22,2.57,dissatisfied
40123,ANA All Nippon Airways,Male,Loyal Customer,20,21-10-2013,Personal Travel,Eco,422,3,0,3,4,3,3,3,3,1,4,3,1,3,3,0,0,2.64,dissatisfied
107082,Qatar Airways,Male,Loyal Customer,31,26-04-2020,Business travel,Business,1507,1,1,1,1,4,4,4,4,3,4,5,3,4,4,23,8,3.07,neutral
115094,Indigo,Male,Loyal Customer,48,04-12-2022,Business travel,Business,2666,4,4,4,4,3,5,5,4,4,4,4,5,4,4,4,0,4.14,satisfied
44058,Vistara,Female,Loyal Customer,35,01-08-2011,Personal Travel,Eco Plus,67,2,4,2,4,4,2,4,4,4,4,2,4,5,4,0,0,3.5,neutral
38639,Lufthansa,Female,disloyal Customer,25,15-09-2013,Business travel,Eco,1020,1,1,1,3,3,1,3,3,5,4,4,4,4,3,2,0,2.86,dissatisfied
83794,ANA All Nippon Airways,Male,disloyal Customer,20,18-06-2008,Business travel,Eco,425,4,0,4,3,4,4,4,4,4,5,4,4,4,4,25,17,3.71,neutral
60746,Cathay Pacific,Male,Loyal Customer,54,25-09-2005,Business travel,Business,804,4,4,4,4,4,4,4,5,5,5,5,5,5,5,9,11,4.5,very satisfied
62501,Vistara,Male,disloyal Customer,27,13-05-2012,Business travel,Business,832,5,5,5,3,4,5,4,4,4,4,3,5,4,4,6,2,4.21,satisfied
22688,Qatar Airways,Female,disloyal Customer,26,01-07-2006,Business travel,Eco,579,4,2,3,3,1,3,1,1,4,3,4,3,3,1,0,0,2.57,dissatisfied
127956,Emirates,Male,Loyal Customer,56,08-09-2008,Business travel,Business,1999,1,1,1,1,2,3,4,4,4,4,4,3,4,4,0,11,2.86,dissatisfied
54796,Singapore Airlines,Female,Loyal Customer,22,15-05-2006,Business travel,Business,3677,1,1,3,1,4,5,4,4,5,3,3,5,3,4,7,0,3.29,neutral
118691,British Airways,Female,Loyal Customer,67,29-08-2023,Personal Travel,Eco,304,3,5,3,4,3,1,5,2,2,3,2,4,2,1,9,0,2.86,dissatisfied
110856,Delta Air Lines,Male,Loyal Customer,42,04-05-2013,Business travel,Business,2065,3,4,3,3,2,5,4,4,4,4,4,5,4,3,0,0,3.71,neutral
77274,Indigo,Female,Loyal Customer,45,25-10-2011,Business travel,Business,1931,4,4,4,4,4,4,4,3,3,3,3,3,3,5,0,0,3.64,neutral
46567,Cathay Pacific,Male,Loyal Customer,36,19-01-2011,Business travel,Eco,125,3,4,4,4,3,3,3,3,3,5,3,3,3,3,38,47,3.36,neutral
70915,ANA All Nippon Airways,Female,Loyal Customer,51,08-04-2006,Business travel,Business,2039,2,2,3,2,4,5,5,4,4,4,4,5,4,5,0,0,3.79,neutral
81088,Air France,Female,Loyal Customer,29,02-09-2009,Personal Travel,Eco,931,3,4,3,2,5,3,2,5,4,5,4,3,4,5,0,0,3.71,neutral
15229,Vistara,Female,Loyal Customer,43,09-07-2002,Business travel,Business,1844,5,5,3,5,5,5,1,2,2,2,2,3,2,1,2,3,3.07,neutral
97803,Indigo,Male,disloyal Customer,25,15-02-2023,Business travel,Business,480,4,0,4,4,1,4,1,1,3,3,4,5,4,1,4,0,2.79,dissatisfied
48111,Cathay Pacific,Female,disloyal Customer,21,04-05-2019,Business travel,Eco,236,0,3,0,4,4,0,4,4,2,3,1,1,2,4,0,0,2.29,dissatisfied
113554,Delta Air Lines,Male,disloyal Customer,21,18-10-2022,Business travel,Eco,236,4,2,3,3,1,3,1,1,1,5,4,2,3,1,14,21,2.43,dissatisfied
9627,Emirates,Male,Loyal Customer,19,20-02-2012,Personal Travel,Eco Plus,292,2,5,2,1,3,2,3,3,4,5,4,5,4,3,3,0,3.29,neutral
65385,Cathay Pacific,Male,Loyal Customer,15,09-04-2003,Personal Travel,Eco,631,1,4,0,4,2,0,2,2,4,2,3,3,3,2,0,0,2.29,dissatisfied
52412,Qatar Airways,Male,Loyal Customer,69,09-06-2004,Personal Travel,Eco,598,2,0,2,2,1,2,1,1,3,4,4,4,5,1,0,2,2.29,dissatisfied
97548,Emirates,Female,Loyal Customer,41,21-03-2021,Personal Travel,Eco,462,2,4,2,2,1,2,1,1,5,4,5,3,4,1,51,47,2.64,dissatisfied
23603,Air India,Female,Loyal Customer,26,13-02-2011,Business travel,Business,1699,3,3,4,3,3,3,3,3,2,1,4,3,3,3,10,0,2.93,dissatisfied
34034,Qatar Airways,Male,Loyal Customer,26,03-12-2023,Business travel,Eco Plus,1576,1,5,3,3,1,1,2,1,3,4,4,4,3,1,0,10,2.57,dissatisfied
22401,Lufthansa,Male,Loyal Customer,32,06-09-2006,Business travel,Business,238,5,5,5,5,4,4,4,4,3,2,4,1,3,4,0,1,3.79,neutral
28665,Cathay Pacific,Female,Loyal Customer,66,12-10-2019,Personal Travel,Eco,2614,2,2,2,4,2,4,3,5,5,2,5,3,5,3,0,0,3.36,neutral
97967,Cathay Pacific,Female,Loyal Customer,16,02-03-2011,Personal Travel,Eco,793,0,4,0,5,5,0,5,5,4,2,5,5,4,5,0,0,3.5,neutral
108510,Indigo,Female,Loyal Customer,39,18-10-2017,Business travel,Business,1731,1,5,5,5,1,3,3,1,1,2,1,3,1,4,77,59,2.57,dissatisfied
4605,Cathay Pacific,Female,Loyal Customer,30,11-08-2001,Business travel,Business,3872,1,1,1,1,2,2,2,2,5,4,4,4,5,2,5,3,2.57,dissatisfied
19621,Air France,Male,Loyal Customer,56,21-02-2010,Business travel,Eco Plus,416,4,5,5,5,4,4,4,4,1,2,4,3,4,4,13,5,3.79,neutral
88116,Air France,Female,disloyal Customer,24,01-12-2011,Business travel,Eco,404,2,0,2,5,1,2,1,1,3,3,5,4,4,1,9,6,2.43,dissatisfied
124575,Delta Air Lines,Male,Loyal Customer,49,08-06-2002,Business travel,Business,3337,3,3,3,3,5,5,5,5,5,5,5,3,5,4,0,0,4.21,satisfied
76891,Cathay Pacific,Male,Loyal Customer,55,29-09-2012,Business travel,Business,3611,2,2,2,2,4,5,4,5,5,5,5,3,5,5,0,0,3.86,satisfied
73926,Vistara,Female,Loyal Customer,35,23-08-2014,Business travel,Business,2342,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0,3.57,neutral
119547,Air India,Female,Loyal Customer,45,01-08-2017,Personal Travel,Eco,759,3,5,3,5,2,4,4,1,1,3,1,3,1,4,3,21,2.86,dissatisfied
118556,Singapore Airlines,Male,Loyal Customer,46,10-01-2016,Business travel,Business,621,3,3,3,3,3,5,4,5,5,5,5,4,5,4,2,0,4.07,satisfied
40355,Vistara,Female,Loyal Customer,39,13-09-2005,Business travel,Business,1250,1,1,1,1,5,4,5,4,4,4,4,5,4,5,22,46,3.43,neutral
35299,Singapore Airlines,Female,Loyal Customer,43,02-04-2011,Business travel,Eco,1035,2,3,3,3,4,4,4,2,2,2,2,4,2,2,2,15,2.79,dissatisfied
81306,Indigo,Female,Loyal Customer,50,08-02-2017,Business travel,Business,1537,1,1,2,1,3,4,5,3,3,3,3,3,3,5,0,0,2.86,dissatisfied
884,Singapore Airlines,Male,Loyal Customer,39,16-10-2003,Business travel,Business,396,3,3,5,3,3,4,4,3,3,3,3,5,3,3,0,,3.43,neutral
30740,Qatar Airways,Female,Loyal Customer,23,01-05-2000,Business travel,Business,1742,2,5,5,5,2,2,2,2,1,1,3,1,4,2,0,14,2.64,dissatisfied
118739,Qatar Airways,Male,Loyal Customer,40,24-12-2000,Personal Travel,Eco,368,3,2,3,3,1,3,1,1,1,3,4,3,3,1,0,0,2.29,dissatisfied
70285,Lufthansa,Female,Loyal Customer,31,16-06-2005,Business travel,Business,852,5,1,3,1,5,4,5,5,4,2,3,3,4,5,0,0,3.57,neutral
36174,Indigo,Male,Loyal Customer,53,16-08-2016,Business travel,Business,2098,1,1,1,1,4,3,3,2,2,2,1,4,2,4,10,27,2.21,dissatisfied
18705,Delta Air Lines,Male,Loyal Customer,62,22-02-2000,Business travel,Eco Plus,201,5,3,3,3,5,5,5,5,5,4,1,4,2,5,0,0,3.93,satisfied
20396,Air India,Female,Loyal Customer,47,28-04-2003,Personal Travel,Eco,459,3,4,3,3,4,4,5,1,1,3,1,3,1,5,35,12,2.93,dissatisfied
96010,Air India,Female,Loyal Customer,40,07-09-2012,Business travel,Eco,795,4,4,5,4,4,4,4,4,4,3,4,1,3,4,0,0,3.71,neutral
42071,Air India,Male,Loyal Customer,67,26-06-2018,Personal Travel,Eco,106,2,5,0,1,2,0,3,2,3,2,5,3,4,2,0,0,2.43,dissatisfied
65543,Emirates,Male,Loyal Customer,52,22-11-2021,Business travel,Business,237,1,3,3,3,3,3,4,1,1,1,1,4,1,4,1,0,2.36,dissatisfied
57883,Air France,Female,disloyal Customer,39,29-01-2011,Business travel,Business,305,3,3,3,1,3,3,3,3,3,4,5,4,5,3,4,0,3.29,neutral
64225,Vistara,Male,Loyal Customer,30,18-01-2022,Business travel,Business,1660,4,4,4,4,3,3,3,3,5,2,5,4,5,3,1,13,3.71,neutral
109650,ANA All Nippon Airways,Male,Loyal Customer,30,15-12-2021,Business travel,Business,3533,2,2,2,2,2,2,2,2,4,2,3,3,3,2,15,12,2.36,dissatisfied
54150,Air India,Male,Loyal Customer,42,03-03-2007,Business travel,Eco,1400,2,5,5,5,2,2,2,2,3,5,4,2,5,2,0,0,3.29,neutral
61654,Delta Air Lines,Female,disloyal Customer,48,22-04-2008,Business travel,Business,1464,5,5,5,1,3,5,3,3,4,4,4,4,4,3,28,41,3.79,neutral
88828,Singapore Airlines,Male,Loyal Customer,66,26-05-2015,Personal Travel,Eco Plus,404,4,1,4,4,1,4,4,1,1,2,3,1,4,1,9,2,2.5,dissatisfied
37002,Cathay Pacific,Female,Loyal Customer,19,01-11-2002,Personal Travel,Eco,899,1,2,1,4,5,1,1,5,3,1,4,4,4,5,0,0,2.93,dissatisfied
90416,Air France,Male,disloyal Customer,20,28-02-2017,Business travel,Eco,240,0,5,0,4,3,0,3,3,4,2,5,3,4,3,8,5,2.79,dissatisfied
90027,Cathay Pacific,Female,Loyal Customer,59,25-12-2015,Business travel,Business,3272,1,1,1,1,2,5,4,4,4,4,4,3,4,5,0,38,3.07,neutral
58628,ANA All Nippon Airways,Male,Loyal Customer,39,21-03-2019,Business travel,Business,3317,1,1,1,1,5,5,5,4,4,4,4,5,4,5,0,1,3.5,neutral
127532,Air India,Male,disloyal Customer,43,01-09-2010,Business travel,Business,1009,3,3,3,3,3,3,3,3,5,4,5,5,4,3,0,3,3.57,neutral
75623,Singapore Airlines,Female,Loyal Customer,44,04-10-2003,Business travel,Business,3431,2,2,2,2,4,4,5,4,4,5,4,3,4,5,0,2,3.57,neutral
13564,Indigo,Male,Loyal Customer,67,04-05-2015,Personal Travel,Eco,227,4,5,4,4,3,4,3,3,3,2,4,4,5,3,0,0,3.64,neutral
116680,Lufthansa,Male,Loyal Customer,30,02-03-2021,Business travel,Eco Plus,296,1,5,5,5,1,1,1,1,3,3,3,4,3,1,3,4,2.64,dissatisfied
89856,Singapore Airlines,Male,Loyal Customer,40,08-10-2021,Business travel,Business,1487,1,1,1,1,5,5,4,4,4,4,4,5,4,4,0,0,3.36,neutral
68213,Air France,Male,Loyal Customer,54,28-03-2016,Business travel,Business,2602,4,4,4,4,4,4,4,2,2,2,2,3,2,5,0,31,3.29,neutral
52891,Cathay Pacific,Female,Loyal Customer,18,07-08-2009,Personal Travel,Eco,836,4,4,4,2,5,4,5,5,3,4,5,5,4,5,0,0,4.21,satisfied
24835,Air France,Female,Loyal Customer,35,07-06-2017,Business travel,Business,2867,4,4,4,4,3,1,2,2,2,2,2,5,2,5,0,4,3,neutral
89712,British Airways,Male,Loyal Customer,64,25-12-2010,Personal Travel,Eco,950,2,4,2,4,4,2,4,4,3,4,4,3,5,4,0,0,3.5,neutral
73183,Singapore Airlines,Female,Loyal Customer,27,27-12-2006,Business travel,Business,1258,3,1,1,1,3,4,3,3,1,5,3,4,3,3,29,32,2.71,dissatisfied
36311,Lufthansa,Female,Loyal Customer,37,24-04-2007,Business travel,Eco,395,5,3,3,3,5,4,5,5,1,4,5,1,5,5,27,50,3.86,satisfied
75579,Lufthansa,Male,Loyal Customer,46,06-08-2008,Business travel,Business,337,1,2,2,2,2,3,3,1,1,1,1,3,1,1,15,48,1.71,very dissatisfied
31982,British Airways,Male,Loyal Customer,40,15-06-2012,Business travel,Business,2530,1,5,5,5,4,2,2,2,2,3,1,3,2,2,11,14,2.79,dissatisfied
51651,Vistara,Male,Loyal Customer,70,15-11-2000,Business travel,Business,1633,2,5,5,5,4,3,3,2,2,2,2,2,2,1,0,0,2.86,dissatisfied
9253,Emirates,Female,Loyal Customer,65,25-12-2002,Personal Travel,Eco,157,5,3,0,3,4,3,4,4,4,0,4,1,4,4,0,0,3.07,neutral
87484,Qatar Airways,Male,Loyal Customer,57,27-03-2023,Business travel,Eco,321,2,1,1,1,2,2,2,2,2,3,4,2,4,2,0,0,2.14,dissatisfied
23891,British Airways,Female,Loyal Customer,39,02-01-2007,Business travel,Eco,589,2,4,4,4,2,2,2,2,2,4,4,1,2,2,12,30,2.64,dissatisfied
86162,Singapore Airlines,Male,disloyal Customer,36,08-04-2021,Business travel,Business,356,1,1,1,4,2,1,2,2,4,4,5,5,5,2,117,103,2.79,dissatisfied
37168,Delta Air Lines,Male,Loyal Customer,23,24-09-2015,Personal Travel,Eco,1046,1,4,1,4,1,1,1,1,2,2,3,4,4,1,11,7,2.14,dissatisfied
43786,Qatar Airways,Male,Loyal Customer,39,30-08-2006,Business travel,Eco Plus,386,4,4,4,4,4,4,4,4,1,4,5,5,1,4,0,3,3.71,neutral
93599,Lufthansa,Female,disloyal Customer,24,17-02-2022,Business travel,Business,577,3,2,3,4,2,3,2,2,2,4,4,3,3,2,75,77,2.79,dissatisfied
103174,Emirates,Female,Loyal Customer,25,09-03-2008,Personal Travel,Eco,491,4,3,4,1,2,4,2,2,1,4,2,1,5,2,3,54,2.64,dissatisfied
19994,Air India,Female,Loyal Customer,48,25-03-2017,Business travel,Eco,589,2,3,3,3,1,3,4,2,2,2,2,1,2,1,121,124,2.21,dissatisfied
97481,Singapore Airlines,Male,Loyal Customer,32,04-07-2006,Business travel,Business,3493,4,4,4,4,4,4,4,4,3,2,4,3,5,4,65,62,3.79,neutral
102196,Singapore Airlines,Male,Loyal Customer,40,11-07-2014,Business travel,Business,386,5,5,5,5,4,5,4,2,2,2,2,3,2,3,3,0,3.5,neutral
10622,Lufthansa,Female,disloyal Customer,25,26-10-2023,Business travel,Business,201,5,0,5,4,2,5,2,2,4,2,5,3,4,2,0,0,3.21,neutral
33529,Air France,Female,Loyal Customer,36,21-07-2012,Business travel,Business,3660,1,1,1,1,1,2,2,5,5,5,5,4,5,3,0,0,2.93,dissatisfied
67280,Lufthansa,Female,Loyal Customer,18,29-01-2007,Personal Travel,Eco,1121,0,2,1,4,1,1,1,1,2,2,2,2,3,1,13,4,1.64,very dissatisfied
101043,Vistara,Male,disloyal Customer,34,04-11-2011,Business travel,Business,368,2,2,2,3,4,2,4,4,4,3,4,3,4,4,22,22,3.21,neutral
47403,Indigo,Male,Loyal Customer,39,31-07-2001,Business travel,Business,3832,1,5,2,2,2,3,3,1,1,1,1,4,1,2,0,0,2.07,dissatisfied
17281,Singapore Airlines,Male,Loyal Customer,35,21-11-2012,Personal Travel,Eco Plus,872,3,4,4,4,5,4,5,5,2,4,3,2,3,5,0,0,3.79,neutral
87293,Delta Air Lines,Male,Loyal Customer,12,09-12-2017,Personal Travel,Eco,577,5,2,5,4,2,5,2,2,3,2,4,1,4,2,13,1,3.07,neutral
7974,Singapore Airlines,Female,Loyal Customer,58,29-09-2001,Personal Travel,Eco Plus,594,4,5,4,4,2,4,1,4,4,4,4,5,4,4,0,0,3.79,neutral
97409,Cathay Pacific,Male,Loyal Customer,24,11-01-2006,Business travel,Business,587,1,1,1,1,5,5,5,5,5,2,5,4,4,5,0,0,3.5,neutral
33083,Emirates,Female,Loyal Customer,7,12-04-2020,Personal Travel,Eco,101,3,1,3,4,3,3,3,3,1,5,3,1,3,3,0,0,2.79,dissatisfied
117699,Cathay Pacific,Male,Loyal Customer,48,05-03-2012,Personal Travel,Eco,2075,1,4,1,4,2,1,2,2,5,4,5,5,5,2,0,8,3.07,neutral
101578,Air France,Female,disloyal Customer,37,11-01-2017,Business travel,Business,1099,5,5,5,3,1,5,4,1,3,3,4,5,4,1,0,0,3.5,neutral
56346,Singapore Airlines,Male,Loyal Customer,60,27-09-2020,Business travel,Business,1816,3,3,3,3,4,5,4,4,4,4,5,4,4,3,0,0,3.79,neutral
36039,ANA All Nippon Airways,Female,Loyal Customer,35,28-02-2009,Business travel,Business,399,4,4,4,4,3,5,3,5,5,5,5,5,5,3,0,4,4.29,satisfied
38220,Delta Air Lines,Male,Loyal Customer,10,23-03-2022,Personal Travel,Eco Plus,1237,2,4,1,2,5,1,5,5,3,3,5,3,4,5,0,6,3.43,neutral
36662,Qatar Airways,Male,Loyal Customer,8,20-09-2009,Personal Travel,Eco,1185,3,4,3,3,5,3,2,5,4,3,2,2,4,5,0,0,3.43,neutral
32454,Air France,Female,disloyal Customer,48,02-02-2011,Business travel,Eco,201,3,5,3,4,2,3,2,2,4,4,1,3,4,2,0,0,3,neutral
62445,Qatar Airways,Male,Loyal Customer,54,23-03-2010,Business travel,Business,1846,2,2,5,2,5,4,5,4,4,4,4,3,4,4,0,0,3.71,neutral
96049,Delta Air Lines,Female,disloyal Customer,45,25-01-2020,Business travel,Eco,795,2,2,2,3,4,2,4,4,1,2,3,3,2,4,0,0,2.71,dissatisfied
120384,Qatar Airways,Female,Loyal Customer,36,14-12-2012,Business travel,Business,449,1,1,1,1,2,5,5,5,5,5,5,3,5,4,13,0,3.43,neutral
51555,Cathay Pacific,Male,Loyal Customer,38,12-08-2013,Business travel,Eco,751,2,2,2,2,2,2,2,2,2,3,2,3,5,2,87,82,2.36,dissatisfied
1203,British Airways,Female,Loyal Customer,44,11-10-2004,Personal Travel,Eco,102,2,3,2,2,2,3,5,4,4,2,3,2,4,4,0,0,3,neutral
33325,ANA All Nippon Airways,Female,Loyal Customer,28,21-10-2022,Business travel,Business,2399,1,1,1,1,2,2,2,2,3,5,5,4,2,2,0,0,2.36,dissatisfied
25689,Indigo,Female,Loyal Customer,49,19-04-2006,Business travel,Eco,447,4,2,2,2,1,3,5,4,4,4,4,2,4,5,15,5,3.29,neutral
17118,Lufthansa,Male,Loyal Customer,10,25-10-2003,Personal Travel,Eco,821,4,3,4,4,5,4,5,5,4,3,3,2,4,5,31,39,3.93,satisfied
8951,Qatar Airways,Female,Loyal Customer,54,29-04-2006,Personal Travel,Eco,328,3,5,3,4,2,5,5,5,5,3,5,5,5,4,0,0,4.21,satisfied
102520,Emirates,Female,Loyal Customer,49,14-12-2005,Personal Travel,Eco,397,3,5,3,1,3,4,5,5,5,3,5,4,5,4,12,8,3.93,satisfied
126606,Vistara,Female,Loyal Customer,31,05-09-2000,Business travel,Business,1337,2,3,3,3,2,2,2,2,1,4,3,3,4,2,48,46,2.57,dissatisfied
37730,Lufthansa,Male,Loyal Customer,7,16-07-2014,Personal Travel,Eco,1076,2,5,1,4,4,1,2,4,3,4,4,3,5,4,0,0,3.29,neutral
71741,ANA All Nippon Airways,Male,Loyal Customer,28,30-07-2013,Personal Travel,Business,1846,1,4,1,4,2,1,2,2,5,4,4,3,5,2,0,5,2.86,dissatisfied
54536,Singapore Airlines,Female,Loyal Customer,16,24-02-2013,Personal Travel,Eco,925,1,4,2,4,1,2,1,1,5,4,4,3,5,1,2,0,2.71,dissatisfied
91185,Emirates,Female,Loyal Customer,67,02-10-2004,Personal Travel,Eco,406,2,5,2,3,4,5,4,2,2,2,2,3,2,5,4,14,3.07,neutral
111477,Delta Air Lines,Female,Loyal Customer,23,26-07-2019,Personal Travel,Business,1452,2,0,3,3,5,3,5,5,3,5,4,3,4,5,12,0,3.57,neutral
109793,ANA All Nippon Airways,Male,Loyal Customer,52,20-05-2004,Business travel,Business,2987,4,4,4,4,4,4,4,5,5,5,5,5,5,4,67,61,4.43,satisfied
76002,Air France,Male,Loyal Customer,44,27-01-2021,Business travel,Business,2889,3,3,3,3,5,5,4,5,5,5,5,3,5,4,28,51,4.14,satisfied
14487,Cathay Pacific,Female,Loyal Customer,27,09-08-2003,Personal Travel,Eco,541,2,2,2,4,2,3,3,4,4,4,3,3,3,3,116,146,3,neutral
119929,Indigo,Female,disloyal Customer,39,24-02-2000,Business travel,Business,868,4,4,4,2,4,4,4,4,3,2,4,4,4,4,2,0,3.64,neutral
20789,Air India,Female,disloyal Customer,52,05-08-2010,Business travel,Eco,515,5,0,5,4,3,5,3,3,3,2,2,4,2,3,0,0,3.14,neutral
67346,Air France,Male,Loyal Customer,24,22-10-2023,Personal Travel,Eco,1471,3,4,3,1,5,3,1,5,4,4,3,5,5,5,44,47,3.64,neutral
5564,ANA All Nippon Airways,Male,Loyal Customer,50,04-12-2007,Business travel,Eco,588,1,4,3,4,1,1,1,1,3,5,3,1,3,1,0,0,2.29,dissatisfied
42585,ANA All Nippon Airways,Female,disloyal Customer,34,02-02-2006,Business travel,Eco Plus,315,4,4,4,3,4,4,4,4,2,4,2,5,4,4,3,35,3.71,neutral
55491,Emirates,Female,Loyal Customer,52,12-08-2016,Business travel,Business,1739,1,1,3,1,2,4,4,5,5,5,5,4,5,3,0,0,3.43,neutral
42183,Singapore Airlines,Male,Loyal Customer,40,27-07-2019,Business travel,Eco,817,3,4,4,4,3,3,3,3,1,5,4,1,2,3,0,0,3.07,neutral
117469,British Airways,Female,Loyal Customer,66,04-07-2022,Personal Travel,Business,507,1,2,1,4,4,4,4,4,4,1,4,4,4,1,113,117,3,neutral
47570,Delta Air Lines,Female,Loyal Customer,67,22-10-2012,Personal Travel,Eco Plus,558,2,4,2,4,4,4,4,4,4,2,4,5,4,3,25,6,3.57,neutral
22644,Indigo,Male,Loyal Customer,65,25-10-2021,Personal Travel,Eco,300,4,2,4,4,4,5,5,4,3,3,3,5,2,5,169,164,3.79,neutral
99294,Emirates,Male,Loyal Customer,19,12-09-2017,Personal Travel,Eco Plus,935,4,4,3,2,5,3,5,5,4,2,5,4,4,5,7,4,3.93,satisfied
13049,ANA All Nippon Airways,Female,Loyal Customer,43,20-08-2022,Personal Travel,Eco,438,3,5,3,3,2,5,1,5,5,3,5,1,5,1,15,3,3.36,neutral
11465,Cathay Pacific,Male,disloyal Customer,18,05-05-2015,Business travel,Business,270,0,5,0,1,5,0,5,5,3,3,4,3,4,5,0,0,3.07,neutral
59918,British Airways,Male,Loyal Customer,47,10-02-2003,Business travel,Business,2667,5,5,3,5,5,4,4,4,4,4,4,4,4,5,0,0,4.29,satisfied
34183,Vistara,Female,Loyal Customer,42,10-06-2020,Business travel,Eco,646,5,5,3,5,3,5,1,5,5,5,5,5,5,5,9,4,4.43,satisfied
91073,Air France,Female,Loyal Customer,13,06-02-2007,Personal Travel,Eco,240,3,4,3,1,3,3,3,3,3,2,4,5,5,3,2,0,3.21,neutral
6008,Qatar Airways,Male,disloyal Customer,19,13-07-2018,Business travel,Business,672,4,4,4,1,4,2,2,4,4,5,5,2,3,2,1,136,3.29,neutral
63606,Air France,Male,Loyal Customer,47,12-10-2004,Business travel,Business,1440,2,2,2,2,4,4,4,5,5,5,5,5,5,4,0,11,3.86,satisfied
103815,Singapore Airlines,Male,Loyal Customer,41,06-07-2009,Business travel,Business,1587,4,4,4,4,4,4,5,4,4,4,4,5,4,5,23,48,4.21,satisfied
17757,Vistara,Male,Loyal Customer,59,02-11-2019,Personal Travel,Eco,382,2,5,2,1,1,2,1,1,5,3,5,3,4,1,0,0,2.57,dissatisfied
88061,Lufthansa,Female,Loyal Customer,22,09-01-2000,Business travel,Business,2835,4,4,5,4,5,5,5,5,5,2,4,5,4,5,0,0,4.43,satisfied
59659,Lufthansa,Male,Loyal Customer,46,01-07-2006,Personal Travel,Eco,965,3,1,3,4,1,3,1,1,3,3,3,2,3,1,0,0,2.29,dissatisfied
121737,Air India,Male,Loyal Customer,36,29-10-2012,Personal Travel,Eco,1475,5,4,5,3,4,5,4,4,3,3,4,5,5,4,0,0,4.14,satisfied
39536,Qatar Airways,Female,Loyal Customer,53,07-12-2004,Personal Travel,Business,954,2,5,2,4,4,4,4,1,1,2,1,5,1,5,0,28,2.93,dissatisfied
32473,Delta Air Lines,Female,Loyal Customer,35,23-02-2005,Business travel,Business,3487,1,1,1,1,4,2,4,5,5,5,5,2,5,2,0,0,3.07,neutral
